respondent_id,xyz_vaccine,seasonal_vaccine
48073,0.5165,0.6665
48074,0.6642,0.8279
48075,0.0099,0.7871
48076,0.6812,0.7521
48077,0.0334,0.243
48078,0.006,0.0113
48079,0.0663,0.5022
48080,0.1271,0.7918
48081,0.2006,0.9407
48082,0.2847,0.3102
48083,0.1037,0.5231
48084,0.1185,0.4366
48085,0.0101,0.1517
48086,0.1062,0.2389
48087,0.0495,0.6275
48088,0.1375,0.1081
48089,0.3362,0.9659
48090,0.2697,0.2664
48091,0.5348,0.9453
48092,0.0425,0.0514
48093,0.1588,0.8006
48094,0.1185,0.4366
48095,0.8547,0.9664
48096,0.0386,0.2768
48097,0.0912,0.9588
48098,0.0887,0.5886
48099,0.2467,0.3854
48100,0.1346,0.4717
48101,0.1284,0.3981
48102,0.7943,0.7095
48103,0.2776,0.35
48104,0.0736,0.344
48105,0.0228,0.9071
48106,0.1492,0.6897
48107,0.8397,0.7288
48108,0.0061,0.1017
48109,0.3026,0.2397
48110,0.0174,0.8047
48111,0.1739,0.5709
48112,0.1185,0.4366
48113,0.3837,0.8901
48114,0.1446,0.3086
48115,0.1146,0.6796
48116,0.1185,0.4366
48117,0.0321,0.0902
48118,0.0209,0.5184
48119,0.5152,0.5773
48120,0.2173,0.7004
48121,0.1185,0.4366
48122,0.1566,0.813
48123,0.0253,0.1449
48124,0.0372,0.3974
48125,0.1451,0.5669
48126,0.1185,0.4366
48127,0.0149,0.0336
48128,0.368,0.6411
48129,0.1158,0.3111
48130,0.7964,0.8781
48131,0.0498,0.3559
48132,0.0084,0.0459
48133,0.1185,0.4366
48134,0.3486,0.7765
48135,0.4577,0.8533
48136,0.1185,0.4366
48137,0.3252,0.8256
48138,0.1185,0.4366
48139,0.3334,0.841
48140,0.0258,0.0425
48141,0.1185,0.4366
48142,0.8873,0.9844
48143,0.0416,0.5102
48144,0.7823,0.9424
48145,0.167,0.1934
48146,0.0476,0.6789
48147,0.1185,0.4366
48148,0.01,0.1642
48149,0.0486,0.1789
48150,0.9534,0.5176
48151,0.7799,0.3095
48152,0.1384,0.2589
48153,0.4322,0.8283
48154,0.1417,0.4073
48155,0.4004,0.7541
48156,0.1069,0.1996
48157,0.1185,0.4366
48158,0.1213,0.6373
48159,0.3845,0.332
48160,0.0266,0.1196
48161,0.0205,0.0762
48162,0.9169,0.957
48163,0.1185,0.4366
48164,0.0479,0.3029
48165,0.1185,0.4366
48166,0.0805,0.1316
48167,0.7259,0.7402
48168,0.3778,0.637
48169,0.1077,0.2618
48170,0.1185,0.4366
48171,0.1185,0.4366
48172,0.1564,0.4671
48173,0.5405,0.1276
48174,0.1521,0.4062
48175,0.0116,0.0631
48176,0.0767,0.2742
48177,0.3066,0.7133
48178,0.5427,0.5085
48179,0.0627,0.0889
48180,0.0463,0.37
48181,0.3575,0.1534
48182,0.0286,0.5349
48183,0.0472,0.2116
48184,0.0207,0.0698
48185,0.198,0.9296
48186,0.9601,0.9525
48187,0.0906,0.6722
48188,0.0357,0.1254
48189,0.0647,0.4079
48190,0.0222,0.181
48191,0.8476,0.9513
48192,0.2307,0.7792
48193,0.0273,0.1402
48194,0.2611,0.5366
48195,0.0286,0.1103
48196,0.1185,0.4366
48197,0.0086,0.9482
48198,0.0623,0.342
48199,0.1317,0.4428
48200,0.026,0.1641
48201,0.1108,0.5835
48202,0.2234,0.3619
48203,0.2349,0.5028
48204,0.7845,0.9296
48205,0.3688,0.6019
48206,0.057,0.0173
48207,0.0247,0.2672
48208,0.0305,0.3538
48209,0.1026,0.9217
48210,0.1564,0.3023
48211,0.1051,0.2278
48212,0.0802,0.5838
48213,0.0368,0.0967
48214,0.7135,0.7982
48215,0.0236,0.1015
48216,0.0216,0.0407
48217,0.7041,0.9711
48218,0.2095,0.5539
48219,0.5199,0.6703
48220,0.1045,0.2873
48221,0.3156,0.1204
48222,0.147,0.2319
48223,0.4307,0.6435
48224,0.2422,0.1082
48225,0.1636,0.9183
48226,0.0497,0.0993
48227,0.7835,0.7803
48228,0.0226,0.459
48229,0.8636,0.9443
48230,0.076,0.1467
48231,0.1376,0.046
48232,0.1185,0.4366
48233,0.0291,0.2182
48234,0.0493,0.0087
48235,0.8534,0.9146
48236,0.3275,0.7936
48237,0.0328,0.0462
48238,0.1,0.3274
48239,0.1185,0.4366
48240,0.6717,0.929
48241,0.2407,0.1766
48242,0.1332,0.573
48243,0.1509,0.3151
48244,0.0604,0.3338
48245,0.6931,0.9332
48246,0.08,0.3378
48247,0.1689,0.6004
48248,0.0276,0.077
48249,0.1239,0.2512
48250,0.6402,0.9148
48251,0.1185,0.4366
48252,0.524,0.7802
48253,0.0184,0.1673
48254,0.1185,0.4366
48255,0.4591,0.9366
48256,0.1296,0.7148
48257,0.0877,0.5035
48258,0.1941,0.1279
48259,0.7097,0.8883
48260,0.164,0.7467
48261,0.1656,0.1886
48262,0.1474,0.5206
48263,0.0302,0.0896
48264,0.0043,0.0744
48265,0.2601,0.3998
48266,0.0729,0.1093
48267,0.2469,0.4182
48268,0.8278,0.9721
48269,0.1719,0.2978
48270,0.158,0.827
48271,0.0695,0.2229
48272,0.1327,0.9496
48273,0.1972,0.132
48274,0.4142,0.9653
48275,0.6601,0.3327
48276,0.1318,0.9401
48277,0.031,0.5571
48278,0.1774,0.4869
48279,0.0456,0.0743
48280,0.1317,0.2881
48281,0.4845,0.5512
48282,0.0956,0.8442
48283,0.1185,0.4366
48284,0.1359,0.2416
48285,0.2556,0.5946
48286,0.1948,0.9552
48287,0.0402,0.3053
48288,0.6871,0.7193
48289,0.0124,0.2714
48290,0.539,0.9773
48291,0.4829,0.6453
48292,0.0322,0.9235
48293,0.0747,0.1965
48294,0.8076,0.9563
48295,0.3552,0.4299
48296,0.7185,0.9624
48297,0.2771,0.6599
48298,0.0512,0.6656
48299,0.0679,0.7018
48300,0.1366,0.1531
48301,0.1815,0.406
48302,0.1688,0.2805
48303,0.0388,0.0776
48304,0.0802,0.1034
48305,0.0601,0.4974
48306,0.08,0.0672
48307,0.0066,0.0886
48308,0.1273,0.2
48309,0.1406,0.7103
48310,0.1185,0.4366
48311,0.0489,0.2496
48312,0.0697,0.2444
48313,0.2434,0.5032
48314,0.1199,0.2369
48315,0.0159,0.412
48316,0.0799,0.3364
48317,0.0247,0.3121
48318,0.3921,0.1454
48319,0.0596,0.1965
48320,0.6284,0.8536
48321,0.0428,0.0788
48322,0.0149,0.3558
48323,0.0084,0.09
48324,0.1248,0.3497
48325,0.025,0.2743
48326,0.8131,0.8418
48327,0.028,0.098
48328,0.045,0.9223
48329,0.0761,0.025
48330,0.1508,0.6105
48331,0.5249,0.3777
48332,0.0108,0.6705
48333,0.0888,0.1014
48334,0.0849,0.3131
48335,0.4707,0.9367
48336,0.2704,0.2173
48337,0.1098,0.9354
48338,0.0623,0.2115
48339,0.0183,0.0187
48340,0.3268,0.3938
48341,0.8206,0.7352
48342,0.0128,0.3431
48343,0.7564,0.9525
48344,0.0843,0.4389
48345,0.2185,0.6967
48346,0.2691,0.822
48347,0.0194,0.0883
48348,0.0324,0.1693
48349,0.0401,0.2366
48350,0.3526,0.9396
48351,0.1457,0.7181
48352,0.2858,0.8569
48353,0.2987,0.3836
48354,0.0397,0.9317
48355,0.0845,0.3508
48356,0.2297,0.67
48357,0.0682,0.4014
48358,0.4026,0.703
48359,0.0473,0.305
48360,0.2215,0.6646
48361,0.265,0.6455
48362,0.045,0.314
48363,0.3236,0.7973
48364,0.2179,0.5421
48365,0.5506,0.7913
48366,0.2834,0.2684
48367,0.2617,0.5323
48368,0.1772,0.549
48369,0.1185,0.4366
48370,0.1185,0.4366
48371,0.0377,0.3944
48372,0.1703,0.6664
48373,0.1759,0.268
48374,0.0681,0.4509
48375,0.036,0.1507
48376,0.1185,0.4366
48377,0.1583,0.2164
48378,0.3959,0.2493
48379,0.0651,0.1121
48380,0.119,0.1538
48381,0.1185,0.4366
48382,0.8823,0.8589
48383,0.0148,0.1473
48384,0.0592,0.1352
48385,0.0077,0.4123
48386,0.0542,0.1476
48387,0.0508,0.1046
48388,0.025,0.145
48389,0.1522,0.5671
48390,0.0269,0.0364
48391,0.0064,0.6509
48392,0.0182,0.3748
48393,0.6063,0.7886
48394,0.4647,0.809
48395,0.265,0.6258
48396,0.844,0.9683
48397,0.4821,0.5096
48398,0.0143,0.3702
48399,0.1788,0.9795
48400,0.1034,0.6973
48401,0.0427,0.9289
48402,0.5409,0.7591
48403,0.0347,0.0133
48404,0.0172,0.1288
48405,0.2477,0.2874
48406,0.7444,0.136
48407,0.0364,0.5141
48408,0.0336,0.0276
48409,0.0473,0.4855
48410,0.29,0.4167
48411,0.074,0.0903
48412,0.1001,0.2488
48413,0.0469,0.7877
48414,0.0675,0.2913
48415,0.4443,0.8873
48416,0.0511,0.8868
48417,0.1126,0.1653
48418,0.104,0.7674
48419,0.4318,0.7685
48420,0.1302,0.0916
48421,0.1787,0.6705
48422,0.2722,0.8887
48423,0.1015,0.7689
48424,0.0563,0.333
48425,0.067,0.4364
48426,0.0839,0.229
48427,0.0193,0.1714
48428,0.0279,0.3669
48429,0.1698,0.3241
48430,0.0071,0.6807
48431,0.0447,0.5802
48432,0.0688,0.2423
48433,0.0247,0.2588
48434,0.9421,0.9724
48435,0.4229,0.5457
48436,0.0197,0.3993
48437,0.3764,0.4345
48438,0.2278,0.884
48439,0.0052,0.3309
48440,0.272,0.8637
48441,0.0715,0.2344
48442,0.438,0.9054
48443,0.1185,0.4366
48444,0.2027,0.8631
48445,0.019,0.8217
48446,0.053,0.5019
48447,0.1677,0.6243
48448,0.0048,0.067
48449,0.4556,0.6442
48450,0.0815,0.0428
48451,0.5645,0.763
48452,0.0213,0.4527
48453,0.1185,0.4366
48454,0.3949,0.7097
48455,0.0911,0.156
48456,0.1185,0.4366
48457,0.1185,0.4366
48458,0.2144,0.8524
48459,0.1,0.3344
48460,0.0056,0.0502
48461,0.1515,0.1878
48462,0.0609,0.6276
48463,0.0783,0.4957
48464,0.0098,0.0388
48465,0.0843,0.1816
48466,0.0053,0.3086
48467,0.0628,0.7821
48468,0.06,0.8266
48469,0.196,0.5906
48470,0.0696,0.5097
48471,0.1482,0.3721
48472,0.1811,0.4717
48473,0.6448,0.9223
48474,0.1185,0.4366
48475,0.3669,0.4624
48476,0.1513,0.6749
48477,0.7003,0.8509
48478,0.0375,0.0427
48479,0.0461,0.439
48480,0.0557,0.0154
48481,0.1185,0.4366
48482,0.1163,0.6481
48483,0.3776,0.9017
48484,0.0987,0.4559
48485,0.8878,0.8973
48486,0.1256,0.4174
48487,0.0355,0.1196
48488,0.0528,0.12
48489,0.5459,0.4255
48490,0.3174,0.9402
48491,0.6059,0.9137
48492,0.6506,0.9295
48493,0.0266,0.0551
48494,0.1282,0.1356
48495,0.0177,0.6349
48496,0.0179,0.0392
48497,0.3215,0.9645
48498,0.0355,0.0765
48499,0.0274,0.7439
48500,0.1222,0.541
48501,0.1572,0.1973
48502,0.0301,0.6622
48503,0.163,0.2462
48504,0.1397,0.2312
48505,0.04,0.1464
48506,0.5457,0.7762
48507,0.0578,0.2161
48508,0.5849,0.9447
48509,0.3372,0.8834
48510,0.3388,0.7549
48511,0.1942,0.3463
48512,0.1118,0.2507
48513,0.0363,0.1693
48514,0.0153,0.6995
48515,0.1191,0.6314
48516,0.0187,0.3824
48517,0.1113,0.8814
48518,0.1537,0.1754
48519,0.1185,0.4366
48520,0.195,0.6371
48521,0.0503,0.7125
48522,0.1185,0.4366
48523,0.0628,0.7868
48524,0.6934,0.6798
48525,0.409,0.1447
48526,0.5462,0.8652
48527,0.2718,0.5814
48528,0.046,0.5818
48529,0.3103,0.9523
48530,0.1185,0.4366
48531,0.3403,0.8242
48532,0.0322,0.5312
48533,0.5963,0.7418
48534,0.0644,0.1844
48535,0.0338,0.0625
48536,0.1185,0.4366
48537,0.1298,0.1392
48538,0.1185,0.4366
48539,0.0687,0.0757
48540,0.0616,0.583
48541,0.0214,0.0543
48542,0.0663,0.3604
48543,0.0757,0.2055
48544,0.0077,0.0663
48545,0.4115,0.6006
48546,0.0627,0.307
48547,0.0679,0.4237
48548,0.1598,0.2889
48549,0.1708,0.9281
48550,0.1509,0.915
48551,0.0644,0.687
48552,0.3177,0.7335
48553,0.0513,0.6851
48554,0.0808,0.308
48555,0.1877,0.2535
48556,0.0043,0.2974
48557,0.1185,0.4366
48558,0.0892,0.2536
48559,0.0205,0.3039
48560,0.6547,0.8161
48561,0.1805,0.8486
48562,0.0233,0.1115
48563,0.1468,0.2452
48564,0.0236,0.1908
48565,0.0924,0.4162
48566,0.0982,0.294
48567,0.1185,0.4366
48568,0.0219,0.0903
48569,0.1032,0.1196
48570,0.2091,0.678
48571,0.4415,0.6479
48572,0.4007,0.7478
48573,0.0367,0.2063
48574,0.2122,0.2554
48575,0.1185,0.4366
48576,0.0087,0.0863
48577,0.1939,0.8224
48578,0.9577,0.9871
48579,0.3428,0.8898
48580,0.0604,0.3269
48581,0.1796,0.8683
48582,0.1261,0.8874
48583,0.1185,0.4366
48584,0.4642,0.8704
48585,0.0457,0.8016
48586,0.3226,0.633
48587,0.1604,0.9188
48588,0.1398,0.708
48589,0.4761,0.5957
48590,0.0902,0.2494
48591,0.0273,0.0809
48592,0.5124,0.8914
48593,0.1651,0.412
48594,0.3264,0.9315
48595,0.1409,0.2845
48596,0.0975,0.606
48597,0.0775,0.8489
48598,0.018,0.4899
48599,0.5125,0.9182
48600,0.3993,0.9584
48601,0.1185,0.4366
48602,0.7938,0.6132
48603,0.1259,0.6457
48604,0.6489,0.8191
48605,0.0133,0.0083
48606,0.7755,0.9401
48607,0.2389,0.6533
48608,0.0198,0.0182
48609,0.1058,0.8753
48610,0.1094,0.4737
48611,0.5853,0.4344
48612,0.2622,0.8768
48613,0.3078,0.3761
48614,0.1185,0.4366
48615,0.0782,0.0864
48616,0.8217,0.9012
48617,0.873,0.9781
48618,0.1185,0.4366
48619,0.3092,0.1675
48620,0.8203,0.8353
48621,0.1185,0.4366
48622,0.0909,0.4213
48623,0.0824,0.2571
48624,0.0768,0.1058
48625,0.0893,0.3832
48626,0.0594,0.1044
48627,0.0867,0.4039
48628,0.1182,0.2792
48629,0.0708,0.0343
48630,0.0723,0.0592
48631,0.1381,0.6702
48632,0.1469,0.0245
48633,0.0972,0.0263
48634,0.0107,0.1513
48635,0.0099,0.4906
48636,0.0064,0.0866
48637,0.9417,0.8739
48638,0.0424,0.1585
48639,0.0335,0.1437
48640,0.1515,0.5252
48641,0.6214,0.7967
48642,0.1121,0.2538
48643,0.5213,0.9214
48644,0.3099,0.391
48645,0.1924,0.9571
48646,0.1185,0.4366
48647,0.0041,0.0115
48648,0.3067,0.2473
48649,0.0167,0.6304
48650,0.5428,0.9111
48651,0.0622,0.3661
48652,0.6523,0.863
48653,0.0225,0.0267
48654,0.1098,0.3102
48655,0.0204,0.1298
48656,0.4666,0.8785
48657,0.0933,0.8031
48658,0.0916,0.6089
48659,0.1185,0.4366
48660,0.1185,0.4366
48661,0.0272,0.7722
48662,0.1756,0.9036
48663,0.4594,0.7703
48664,0.0163,0.2663
48665,0.0364,0.4652
48666,0.0166,0.8242
48667,0.0988,0.047
48668,0.0836,0.0881
48669,0.1113,0.6894
48670,0.3488,0.2524
48671,0.0931,0.5552
48672,0.1185,0.4366
48673,0.0321,0.5672
48674,0.2827,0.5914
48675,0.1185,0.4366
48676,0.1185,0.4366
48677,0.1852,0.825
48678,0.0175,0.4052
48679,0.7346,0.9313
48680,0.1185,0.4366
48681,0.1061,0.5625
48682,0.0719,0.0778
48683,0.0473,0.5044
48684,0.0422,0.1435
48685,0.1185,0.4366
48686,0.0494,0.9233
48687,0.7135,0.952
48688,0.1185,0.4366
48689,0.0198,0.3486
48690,0.1094,0.383
48691,0.2921,0.9648
48692,0.0835,0.9102
48693,0.143,0.2197
48694,0.255,0.9823
48695,0.0194,0.5437
48696,0.0431,0.3745
48697,0.304,0.8976
48698,0.1281,0.3022
48699,0.1415,0.8086
48700,0.3835,0.9478
48701,0.2032,0.3212
48702,0.0066,0.0261
48703,0.7859,0.6969
48704,0.2491,0.2748
48705,0.0495,0.4425
48706,0.1591,0.4919
48707,0.033,0.0748
48708,0.1185,0.4366
48709,0.1185,0.4366
48710,0.2882,0.2761
48711,0.1548,0.9023
48712,0.0975,0.2399
48713,0.2427,0.4281
48714,0.2902,0.645
48715,0.1185,0.4366
48716,0.3003,0.4966
48717,0.3894,0.886
48718,0.1892,0.8247
48719,0.3394,0.7777
48720,0.0242,0.6404
48721,0.9649,0.9625
48722,0.8757,0.8863
48723,0.0221,0.2205
48724,0.0042,0.0137
48725,0.0539,0.1294
48726,0.829,0.6902
48727,0.134,0.3011
48728,0.5953,0.7996
48729,0.2267,0.3729
48730,0.1185,0.4366
48731,0.0448,0.3522
48732,0.551,0.7306
48733,0.1312,0.5189
48734,0.0031,0.0229
48735,0.5339,0.6519
48736,0.0316,0.0759
48737,0.3332,0.6746
48738,0.1185,0.4366
48739,0.1689,0.8441
48740,0.0506,0.9209
48741,0.0507,0.1757
48742,0.0215,0.079
48743,0.0095,0.0797
48744,0.0094,0.0164
48745,0.2075,0.4555
48746,0.1185,0.4366
48747,0.0734,0.1466
48748,0.0305,0.4124
48749,0.9184,0.976
48750,0.0444,0.3465
48751,0.1085,0.8113
48752,0.0456,0.7259
48753,0.0779,0.1264
48754,0.1294,0.4116
48755,0.5996,0.7356
48756,0.1185,0.4366
48757,0.0237,0.1343
48758,0.6106,0.8453
48759,0.0845,0.3076
48760,0.0759,0.8042
48761,0.7092,0.6847
48762,0.1185,0.4366
48763,0.3493,0.7938
48764,0.0905,0.1395
48765,0.8999,0.9472
48766,0.1185,0.4366
48767,0.1416,0.4865
48768,0.0797,0.5679
48769,0.0223,0.3362
48770,0.0586,0.3285
48771,0.0206,0.4997
48772,0.7915,0.7232
48773,0.0118,0.0933
48774,0.119,0.3214
48775,0.6681,0.867
48776,0.1185,0.4366
48777,0.7118,0.9206
48778,0.0102,0.0744
48779,0.1543,0.865
48780,0.044,0.1454
48781,0.1415,0.4655
48782,0.0411,0.9112
48783,0.0087,0.0255
48784,0.0954,0.3297
48785,0.2869,0.8683
48786,0.0228,0.2377
48787,0.1465,0.1089
48788,0.0465,0.35
48789,0.0187,0.0852
48790,0.2189,0.9575
48791,0.2511,0.4099
48792,0.0351,0.2203
48793,0.0312,0.0904
48794,0.0684,0.8426
48795,0.5873,0.8024
48796,0.1081,0.1177
48797,0.2521,0.3447
48798,0.1388,0.7079
48799,0.0295,0.2614
48800,0.0307,0.8172
48801,0.1759,0.9206
48802,0.0413,0.2692
48803,0.0176,0.0666
48804,0.2209,0.189
48805,0.4636,0.5814
48806,0.1578,0.559
48807,0.0461,0.5048
48808,0.8739,0.8297
48809,0.0394,0.0989
48810,0.2134,0.8206
48811,0.1012,0.3391
48812,0.1188,0.0796
48813,0.1292,0.1371
48814,0.8418,0.915
48815,0.3805,0.4478
48816,0.1823,0.4102
48817,0.5349,0.2317
48818,0.8541,0.9372
48819,0.1185,0.4366
48820,0.1185,0.4366
48821,0.0258,0.9242
48822,0.0451,0.2226
48823,0.7232,0.6932
48824,0.7619,0.1133
48825,0.0152,0.3244
48826,0.255,0.788
48827,0.2081,0.1689
48828,0.0535,0.0761
48829,0.1185,0.4366
48830,0.2806,0.538
48831,0.158,0.8471
48832,0.1185,0.4366
48833,0.1726,0.2756
48834,0.1533,0.1178
48835,0.0202,0.1318
48836,0.0245,0.5184
48837,0.0199,0.2076
48838,0.7326,0.6214
48839,0.0663,0.4972
48840,0.1446,0.1026
48841,0.1185,0.4366
48842,0.0302,0.02
48843,0.1185,0.4366
48844,0.1185,0.4366
48845,0.1324,0.4997
48846,0.1064,0.6827
48847,0.0595,0.4941
48848,0.0905,0.6026
48849,0.1641,0.4242
48850,0.084,0.6012
48851,0.561,0.6169
48852,0.0457,0.7226
48853,0.2109,0.4631
48854,0.5117,0.8132
48855,0.1867,0.1763
48856,0.1118,0.8635
48857,0.0921,0.3337
48858,0.1185,0.4366
48859,0.0658,0.7583
48860,0.1185,0.4366
48861,0.0066,0.061
48862,0.5086,0.7197
48863,0.4692,0.8915
48864,0.1536,0.5232
48865,0.1264,0.3572
48866,0.1185,0.4366
48867,0.0174,0.0952
48868,0.0701,0.9296
48869,0.1149,0.3118
48870,0.1157,0.2847
48871,0.0164,0.3499
48872,0.5905,0.861
48873,0.1633,0.3324
48874,0.0426,0.164
48875,0.0824,0.1521
48876,0.0081,0.0543
48877,0.0377,0.1872
48878,0.1185,0.4366
48879,0.8074,0.9425
48880,0.1836,0.7234
48881,0.0778,0.1289
48882,0.5146,0.5885
48883,0.3757,0.6049
48884,0.0302,0.2497
48885,0.0179,0.5948
48886,0.6195,0.7411
48887,0.2125,0.5622
48888,0.1025,0.2104
48889,0.1693,0.3969
48890,0.0442,0.3991
48891,0.0467,0.3812
48892,0.1859,0.7084
48893,0.5053,0.6945
48894,0.1185,0.4366
48895,0.028,0.2496
48896,0.8873,0.9367
48897,0.1176,0.6321
48898,0.2025,0.9504
48899,0.0317,0.1585
48900,0.3146,0.6483
48901,0.1569,0.5076
48902,0.1276,0.161
48903,0.6253,0.7155
48904,0.3394,0.1951
48905,0.8792,0.8625
48906,0.0088,0.0145
48907,0.53,0.8046
48908,0.1185,0.4366
48909,0.0298,0.5256
48910,0.0471,0.0334
48911,0.0686,0.9347
48912,0.1819,0.3975
48913,0.0679,0.7369
48914,0.1185,0.4366
48915,0.1297,0.3538
48916,0.4223,0.9014
48917,0.0258,0.2927
48918,0.1637,0.65
48919,0.152,0.6153
48920,0.0435,0.1422
48921,0.751,0.7152
48922,0.0025,0.3372
48923,0.027,0.1033
48924,0.0975,0.2862
48925,0.0568,0.086
48926,0.2708,0.807
48927,0.1593,0.6291
48928,0.1595,0.4689
48929,0.43,0.8122
48930,0.256,0.1412
48931,0.0393,0.0821
48932,0.0072,0.0167
48933,0.8408,0.9585
48934,0.043,0.0349
48935,0.1179,0.4525
48936,0.1164,0.4085
48937,0.0273,0.1466
48938,0.2157,0.7185
48939,0.0329,0.0076
48940,0.0928,0.0297
48941,0.123,0.0898
48942,0.0366,0.0979
48943,0.1072,0.8286
48944,0.2992,0.5316
48945,0.5698,0.5712
48946,0.1185,0.4366
48947,0.4146,0.8667
48948,0.3546,0.799
48949,0.0945,0.0965
48950,0.0202,0.0944
48951,0.0127,0.0406
48952,0.012,0.0759
48953,0.0228,0.4141
48954,0.2072,0.0636
48955,0.0342,0.1565
48956,0.3175,0.7648
48957,0.2417,0.2662
48958,0.005,0.0088
48959,0.1027,0.0626
48960,0.1523,0.5569
48961,0.0346,0.0262
48962,0.042,0.1225
48963,0.0197,0.8296
48964,0.0424,0.7755
48965,0.1731,0.9026
48966,0.1451,0.236
48967,0.847,0.8521
48968,0.8099,0.947
48969,0.0054,0.1215
48970,0.1185,0.4366
48971,0.0409,0.7914
48972,0.1714,0.2025
48973,0.0875,0.2623
48974,0.009,0.0235
48975,0.3402,0.7905
48976,0.1789,0.559
48977,0.0984,0.723
48978,0.237,0.041
48979,0.1974,0.187
48980,0.136,0.1413
48981,0.4294,0.3339
48982,0.2008,0.9125
48983,0.1593,0.9
48984,0.8208,0.0688
48985,0.028,0.1722
48986,0.2655,0.1699
48987,0.0416,0.0898
48988,0.0147,0.0495
48989,0.2733,0.2941
48990,0.0155,0.0134
48991,0.1191,0.2237
48992,0.1596,0.784
48993,0.5191,0.8413
48994,0.1073,0.1805
48995,0.202,0.7566
48996,0.0276,0.2498
48997,0.0491,0.727
48998,0.0387,0.2871
48999,0.1906,0.5042
49000,0.1185,0.4366
49001,0.3401,0.7331
49002,0.1502,0.9263
49003,0.0354,0.0898
49004,0.1208,0.6548
49005,0.1076,0.0873
49006,0.3426,0.5476
49007,0.0069,0.091
49008,0.0228,0.077
49009,0.3261,0.9225
49010,0.025,0.0477
49011,0.1353,0.0788
49012,0.1079,0.7107
49013,0.0323,0.6312
49014,0.1784,0.4047
49015,0.3481,0.6201
49016,0.0342,0.0737
49017,0.1185,0.4366
49018,0.0624,0.5662
49019,0.5729,0.879
49020,0.0697,0.2562
49021,0.0115,0.4241
49022,0.1185,0.4366
49023,0.0534,0.1699
49024,0.0388,0.4997
49025,0.0139,0.1127
49026,0.1427,0.4278
49027,0.455,0.7275
49028,0.0481,0.0865
49029,0.6219,0.87
49030,0.0819,0.5689
49031,0.8159,0.5866
49032,0.0395,0.3648
49033,0.0147,0.3431
49034,0.0246,0.8661
49035,0.4457,0.341
49036,0.1232,0.4477
49037,0.1185,0.4366
49038,0.1015,0.3504
49039,0.4716,0.7997
49040,0.042,0.6857
49041,0.1711,0.2157
49042,0.1436,0.9749
49043,0.0059,0.1053
49044,0.0838,0.033
49045,0.0035,0.0379
49046,0.0961,0.4326
49047,0.8471,0.6801
49048,0.0803,0.6009
49049,0.0106,0.0192
49050,0.0193,0.074
49051,0.0907,0.102
49052,0.412,0.7802
49053,0.1892,0.7743
49054,0.5502,0.8814
49055,0.1329,0.1455
49056,0.1999,0.524
49057,0.5876,0.8036
49058,0.8608,0.9457
49059,0.0174,0.1698
49060,0.1793,0.3883
49061,0.9049,0.9456
49062,0.1185,0.4366
49063,0.9067,0.9434
49064,0.1185,0.4366
49065,0.6154,0.9121
49066,0.0401,0.4683
49067,0.1825,0.8337
49068,0.7785,0.962
49069,0.0821,0.0863
49070,0.1824,0.88
49071,0.8406,0.9676
49072,0.0774,0.679
49073,0.1849,0.7291
49074,0.1185,0.4366
49075,0.2612,0.5615
49076,0.0184,0.1401
49077,0.122,0.027
49078,0.0192,0.4383
49079,0.0142,0.1026
49080,0.1188,0.0808
49081,0.6491,0.7546
49082,0.1881,0.3354
49083,0.0248,0.7079
49084,0.118,0.1865
49085,0.1185,0.4366
49086,0.0385,0.2271
49087,0.5976,0.3482
49088,0.1134,0.9442
49089,0.7824,0.866
49090,0.2444,0.3327
49091,0.4181,0.3844
49092,0.0928,0.3222
49093,0.0058,0.0911
49094,0.1185,0.4366
49095,0.0269,0.7753
49096,0.1083,0.4584
49097,0.1034,0.7815
49098,0.0288,0.3006
49099,0.1185,0.4366
49100,0.3973,0.4884
49101,0.0468,0.9282
49102,0.0743,0.7473
49103,0.0319,0.0165
49104,0.0353,0.3435
49105,0.322,0.5905
49106,0.0041,0.0392
49107,0.2841,0.5634
49108,0.1189,0.3436
49109,0.0329,0.2182
49110,0.1806,0.371
49111,0.0347,0.1309
49112,0.3187,0.9478
49113,0.028,0.0761
49114,0.3536,0.712
49115,0.0309,0.1657
49116,0.1185,0.4366
49117,0.0224,0.0248
49118,0.0375,0.6118
49119,0.4559,0.533
49120,0.0139,0.0341
49121,0.0164,0.2333
49122,0.0094,0.4502
49123,0.751,0.3566
49124,0.4545,0.1215
49125,0.0819,0.2235
49126,0.1617,0.9082
49127,0.0175,0.7234
49128,0.0385,0.3512
49129,0.0136,0.1269
49130,0.5319,0.3534
49131,0.5221,0.8347
49132,0.0942,0.9592
49133,0.0824,0.0513
49134,0.016,0.7411
49135,0.0069,0.0695
49136,0.4595,0.6309
49137,0.0186,0.2489
49138,0.0337,0.5752
49139,0.0431,0.047
49140,0.0434,0.9196
49141,0.2945,0.2132
49142,0.1398,0.4738
49143,0.0438,0.0344
49144,0.4018,0.4539
49145,0.1103,0.2631
49146,0.0245,0.1609
49147,0.1185,0.4366
49148,0.9102,0.9332
49149,0.1383,0.8063
49150,0.0238,0.0552
49151,0.1019,0.4457
49152,0.08,0.6577
49153,0.2179,0.2933
49154,0.2159,0.1607
49155,0.1153,0.641
49156,0.2789,0.5292
49157,0.0591,0.7608
49158,0.3166,0.9132
49159,0.2804,0.3319
49160,0.1185,0.4366
49161,0.0666,0.1465
49162,0.1116,0.1493
